"id","name","category_code","disease_code","created_at","updated_at"
"406","A840 - Encefalitis del Lejano Oriente Transmitida por Garrapatas [Encefalitis Primaveroestival","A84","0",,
"407","A841 - Encefalitis Centroeuropea Transmitida por Garrapatas","A84","1",,
"408","A848 - Otras Encefalitis Virales Transmitidas por Garrapatas","A84","8",,
"409","A849 - Encefalitis Viral Transmitida por Garrapatas, sin otra Especificacion","A84","9",,
"410","A850 - Encefalitis Enteroviral (G05.1*)","A85","0",,
"411","A851 - Encefalitis por Adenovirus (G05.1*)","A85","1",,
"412","A852 - Encefalitis Viral Transmitida por Artropodos, sin otra Especificacion","A85","2",,
"413","A858 - Otras Encefalitis Virales Especificadas","A85","8",,
"414","A86X - Meningoencefalitis Viral","A86","X",,
"415","A870 - Meningitis Enteroviral (G02.0*)","A87","0",,
"416","A871 - Meningitis debida a Adenovirus (G02.0*)","A87","1",,
"417","A872 - Coriomeningitis Linfocitica","A87","2",,
"418","A878 - Otras Meningitis Virales","A87","8",,
"419","A879 - Meningitis Viral, sin otra Especificacion","A87","9",,
"420","A880 - Fiebre Exantematica Enteroviral [Exantema de Boston]","A88","0",,
"421","A881 - Vertigo Epidemico","A88","1",,
"422","A888 - Otras Infecciones Virales Especificadas del Sistema Nervioso Central","A88","8",,
"423","A89X - Infeccion Viral del Sistema Nervioso Central, no Especificada","A89","X",,
"424","A90X - Dengue","A90","X",,
"425","A91X - Dengue  Hemorragico","A91","X",,
"426","A920 - Enfermedad por Virus Chikungunya","A92","0",,
"427","A921 - Fiebre de Onyong-Nyong","A92","1",,
"428","A922 - Fiebre Equina Venezolana","A92","2",,
"429","A923 - Fiebre del Oeste del Nilo","A92","3",,
"430","A924 - Fiebre del Valle del Rift","A92","4",,
"431","A928 - Otras Fiebres Virales Especificadas Transmitidas por Mosquitos","A92","8",,
"432","A929 - Fiebre Viral Transmitida por Mosquito, sin otra Especificacion","A92","9",,
"433","A930 - Enfermedad por Virus de Oropouche","A93","0",,
"434","A931 - Fiebre Transmitida por Flebotomos","A93","1",,
"435","A932 - Fiebre de Colorado Transmitida por Garrapatas","A93","2",,
"436","A938 - Otras Fiebres Virales Especificadas Transmitidas por Artropodos","A93","8",,
"437","A94X - Fiebre Viral Transmitida por Artropodos, no Especificada","A94","X",,
"438","A950 - Fiebre Amarilla Selvatica","A95","0",,
"439","A951 - Fiebre Amarilla Urbana","A95","1",,
"440","A959 - Fiebre Amarilla no Especificada","A95","9",,
"441","A9501 - Fiebre Amarilla Selv?tica Fase Moderada","A95","01",,
"442","A9502 - Fiebre Amarilla Selv?tica Fase Toxica","A95","02",,
"443","A960 - Fiebre Hemorragica de Junin","A96","0",,
"444","A961 - Fiebre Hemorragica de Machupo","A96","1",,
"445","A962 - Fiebre de Lassa","A96","2",,
"446","A968 - Otras Fiebres Hemorragicas por Arenavirus","A96","8",,
"447","A969 - Fiebre Hemorragica por Arenavirus, sin otra Especificacion","A96","9",,
"448","A980 - Fiebre Hemorragica de Crimea-Congo","A98","0",,
"449","A981 - Fiebre Hemorragica de Omsk","A98","1",,
"450","A982 - Enfermedad de la Selva de Kyasanur","A98","2",,
"451","A983 - Enfermedad por el Virus de Marburg","A98","3",,
"452","A984 - Enfermedad por el Virus de Ebola","A98","4",,
"453","A985 - Fiebres Hemorragicas con Sindrome Renal","A98","5",,
"454","A988 - Otras Fiebres Hemorragicas Virales Especificadas","A98","8",,
"455","A99X - Fiebre Viral Hemorragica, no Especificada","A99","X",,
"456","B000 - Eczema Herpetico","B00","0",,
"457","B000X - Erupcion Variceloforme de Kaposi, Manifestaciones Bucales","B00","0X",,
"458","B001 - Dermatitis Vesicular Herpetica","B00","1",,
"459","B0010 - Herpes Simple Facial","B00","10",,
"460","B0011 - Herpes Simple Labial","B00","11",,
"461","B002 - Gingivoestomatitis y Faringoamigdalitis Herpetica","B00","2",,
"462","B002X - Gingivoestomatitis Herpetica","B00","2X",,
"463","B003 - Meningitis Herpetica (G02.0*)","B00","3",,
"464","B004 - Encefalitis Herpetica (G05.1*)","B00","4",,
"465","B005 - Oculopatia Herpetica","B00","5",,
"466","B007 - Enfermedad Herpetica diseminada","B00","7",,
"467","B008 - Otras Formas de Infecciones Herpeticas","B00","8",,
"468","B008X - Panadizo Herpetico","B00","8X",,
"469","B009 - Infeccion debida al Virus del Herpes, no Especificada","B00","9",,
"470","B010 - Meningitis debida a Varicela (G02.0*)","B01","0",,
"471","B011 - Encefalitis debida a Varicela (G05.1*)","B01","1",,
"472","B012 - Neumonia debida a Varicela (J17.1*)","B01","2",,
"473","B018 - Varicela con otras Complicaciones","B01","8",,
"474","B018X - Manifestaciones Bucales","B01","8X",,
"475","B019 - Varicela sin Complicaciones","B01","9",,
"476","B020 - Encefalitis debida a Herpes Zoster (G05.1*)","B02","0",,
"477","B021 - Meningitis debida a Herpes Zoster (G02.0*)","B02","1",,
"478","B022 - Herpes Zoster con otros Compromisos del Sistema Nervioso","B02","2",,
"479","B0220 - Neuralgia Postherpetica del Trigemino","B02","20",,
"480","B023 - Herpes Zoster Ocular","B02","3",,
"481","B027 - Herpes Zoster diseminado","B02","7",,
"482","B028 - Herpes Zoster con otras Complicaciones","B02","8",,
"483","B028X - Manifestaciones Bucales","B02","8X",,
"484","B029 - Herpes Zoster sin Complicaciones","B02","9",,
"485","B03X - Viruela","B03","X",,
"486","B04X - Viruela de los Monos","B04","X",,
"487","B050 - Sarampion Complicado con Encefalitis (G05.1*)","B05","0",,
"488","B051 - Sarampion Complicado con Meningitis (G02.0*)","B05","1",,
"489","B052 - Sarampion Complicado con Neumonia (J17.1*)","B05","2",,
"490","B053 - Sarampion Complicado con Otitis Media (H67.1*)","B05","3",,
"491","B054 - Sarampion con Complicaciones Intestinales","B05","4",,
"492","B058 - Sarampion con otras Complicaciones","B05","8",,
"493","B059 - Sarampion sin Complicaciones","B05","9",,
"494","B060 - Rubeola con Complicaciones Neurologicas","B06","0",,
"495","B068 - Rubeola con otras Complicaciones","B06","8",,
"496","B069 - Rubeola sin Complicaciones","B06","9",,
"497","B07X - Verrugas Viricas","B07","X",,
"498","B07X0 - Verruga Bucal Vulgar","B07","X0",,
"499","B07X9 - Manifestaciones Bucales, no Especificadas","B07","X9",,
"500","B080 - Otras Infecciones debidas a Ortopoxvirus","B08","0",,
"501","B081 - Molusco Contagioso","B08","1",,
"502","B082 - Exantema Subito [Sexta Enfermedad]","B08","2",,
"503","B083 - Eritema Infeccioso [Quinta Enfermedad]","B08","3",,
"504","B084 - Estomatitis Vesicular Enteroviral con Exantema","B08","4",,
"505","B085 - Faringitis Vesicular Enterovirica","B08","5",,
"506","B088 - Otras Infecciones Virales Especificadas, Caracterizadas por Lesiones de la Piel y de las","B08","8",,
"507","B09X - Infeccion Viral no Especificada, Caracterizada por Lesiones de la Piel y de Las","B09","X",,
"508","B150 - Hepatitis Aguda Tipo A, con Coma Hepatico","B15","0",,
"509","B159 - Hepatitis Aguda Tipo A, sin Coma Hepatico","B15","9",,
"510","B160 - Hepatitis Aguda Tipo B, con Agente delta (Coinfeccion), con Coma Hepatico","B16","0",,
"511","B161 - Hepatitis Aguda Tipo B, con Agente delta (Coinfeccion), sin Coma Hepatico","B16","1",,
"512","B162 - Hepatitis Aguda Tipo B, sin Agente delta, con Coma Hepatico","B16","2",,
"513","B169 - Hepatitis Aguda Tipo B, sin Agente delta y sin Coma Hepatico","B16","9",,
"514","B170 - Infeccion (Superinfeccion) Aguda por Agente delta en el Portador de Hepatitis B","B17","0",,
"515","B171 - Hepatitis Aguda Tipo C","B17","1",,
"516","B172 - Hepatitis Aguda Tipo E","B17","2",,
"517","B178 - Otras Hepatitis Virales Agudas Especificadas","B17","8",,
"518","B179 - Hepatitis viral aguda, no especificada","B17","9",,
"519","B180 - Hepatitis Viral Tipo B Cronica, con Agente Delta","B18","0",,
"520","B181 - Hepatitis Viral Tipo B Cronica, sin Agente Delta","B18","1",,
"521","B182 - Hepatitis Viral Tipo C Cronica","B18","2",,
"522","B188 - Otras Hepatitis Virales Cronicas","B18","8",,
"523","B189 - Hepatitis Viral Cronica, sin otra Especificacion","B18","9",,
"524","B190 - Hepatitis viral no especificada con coma hepático","B19","0",,
"525","B199 - Hepatitis viral no especificada sin coma hepático","B19","9",,
"526","B200 - Asociacion VIH -SIDA-TBC","B20","0",,
"527","B201 - Enfermedad por VIH, Resultante en otras Infecciones Bacterianas","B20","1",,
"528","B202 - Enfermedad por VIH, Resultante en Enfermedad por Citomegalovirus","B20","2",,
"529","B203 - Enfermedad por VIH, Resultante en otras Infecciones Virales","B20","3",,
"530","B204 - Enfermedad por VIH, Resultante en Candidiasis","B20","4",,
"531","B205 - Enfermedad por VIH, Resultante en otras Micosis","B20","5",,
"532","B206 - Enfermedad por VIH, Resultante en Neumonia por Pneumocystis Carinii","B20","6",,
"533","B207 - Enfermedad por VIH, Resultante en Infecciones Multiples","B20","7",,
"534","B208 - Enfermedad por VIH, Resultante en otras Enfermedades Infecciosas o Parasitarias","B20","8",,
"535","B209 - Enfermedad por VIH, Resultante en Enfermedad Infecciosa o Parasitaria no Especificada","B20","9",,
"536","B210 - Enfermedad por VIH, Resultante en Sarcoma de Kaposi","B21","0",,
"537","B211 - Enfermedad por VIH, Resultante en Linfoma de Burkitt","B21","1",,
"538","B212 - Enfermedad por VIH, Resultante en otros Tipos de Linfoma no Hodgkin","B21","2",,
"539","B213 - Enfermedad por VIH, Resultante en otros Tumores Malignos del Tejido Linfoide, Hematopoye","B21","3",,
"540","B217 - Enfermedad por VIH, Resultante en Tumores Malignos Multiples","B21","7",,
"541","B218 - Enfermedad por VIH, Resultante en otros Tumores Malignos","B21","8",,
"542","B219 - Enfermedad por VIH, Resultante en Tumores Malignos no Especificados","B21","9",,
"543","B220 - Enfermedad por VIH, Resultante en Encefalopatia","B22","0",,
"544","B221 - Enfermedad por VIH, Resultante en Neumonitis Linfoide Intersticial","B22","1",,
"545","B222 - Enfermedad por VIH, Resultante en Sindrome Caquectico","B22","2",,
"546","B227 - Enfermedad por VIH, Resultante en Enfermedades Multiples Clasificadas en otra parte","B22","7",,
"547","B230 - Sindrome de Infeccion Aguda debida a VIH","B23","0",,
"548","B231 - Enfermedad por VIH, Resultante en Linfadenopatia Generalizada (Persistente)","B23","1",,
"549","B232 - Enfermedad por VIH, Resultante en Anormalidades Inmunologicas y Hematologicas, no Clasif","B23","2",,
"550","B238 - Enfermedad por VIH, Resultante en otras Afecciones Especificadas","B23","8",,
"551","B24X - SIDA","B24","X",,
"552","B250 - Neumonitis debida a Virus Citomegalico (J17.1*)","B25","0",,
"553","B251 - Hepatitis debida a Virus Citomegalico (K77.0*)","B25","1",,
"554","B252 - Pancreatitis debida a Virus Citomegalico (K87.1*)","B25","2",,
"555","B258 - Otras Enfermedades debidas a Virus Citomegalico","B25","8",,
"556","B259 - Enfermedad por Virus Citomegalico, no Especificada","B25","9",,
"557","B260 - Orquitis por Parotiditis (N51.1*)","B26","0",,
"558","B261 - Meningitis por Parotiditis (G02.0*)","B26","1",,
"559","B262 - Encefalitis por Parotiditis (G05.1*)","B26","2",,
"560","B263 - Pancreatitis por Parotiditis (K87.1*)","B26","3",,
"561","B268 - Parotiditis Infecciosa con otras Complicaciones","B26","8",,
"562","B269 - Parotiditis, sin Complicaciones","B26","9",,
"563","B270 - Mononucleosis debida a Herpes Virus Gamma","B27","0",,
"564","B271 - Mononucleosis por Citomegalovirus","B27","1",,
"565","B278 - Otras Mononucleosis Infecciosas","B27","8",,
"566","B279 - Mononucleosis Infecciosa, no Especificada","B27","9",,
"567","B300 - Queratoconjuntivitis debida a Adenovirus (H19.2*)","B30","0",,
"568","B301 - Conjuntivitis debida a Adenovirus (H13.1*)","B30","1",,
"569","B302 - Faringoconjuntivitis Viral","B30","2",,
"570","B303 - Conjuntivitis Epidemica Aguda Hemorragica (Enterovirica) (H13.1*)","B30","3",,
"571","B308 - Otras Conjuntivitis Virales (H13.1*)","B30","8",,
"572","B309 - Conjuntivitis Viral, sin otra Especificacion","B30","9",,
"573","B330 - Mialgia Epidemica","B33","0",,
"574","B331 - Enfermedad del Rio Ross","B33","1",,
"575","B332 - Carditis Viral","B33","2",,
"576","B333 - Infecciones debidas a Retrovirus, no Clasificadas en otra parte","B33","3",,
"577","B338 - Otras Enfermedades Virales Especificadas","B33","8",,
"578","B334 - Síndrome (cardio)-pulmonar por hantavirus [SPH] [SCPH] (J17.1*)","B33","4",,
"579","B340 - Infeccion debida a Adenovirus, sin otra Especificacion","B34","0",,
"580","B341 - Infeccion debida a Enterovirus, sin otra Especificacion","B34","1",,
"581","B342 - Infeccion debida a Coronavirus, sin otra Especificacion","B34","2",,
"582","B343 - Infeccion debida a Parvovirus, sin otra Especificacion","B34","3",,
"583","B344 - Infeccion debida a Papovavirus, sin otra Especificacion","B34","4",,
"584","B348 - Otras Infecciones Virales de Sitio no Especificado","B34","8",,
"585","B349 - Infeccion Viral, no Especificada","B34","9",,
"586","B350 - Tina de la Barba y del Cuero Cabelludo","B35","0",,
"587","B351 - Tina de las Unas","B35","1",,
"588","B352 - Tina de la Mano","B35","2",,
"589","B353 - Tina del Pie [Tinea Pedis]","B35","3",,
"590","B354 - Tina del Cuerpo [Tinea Corporis]","B35","4",,
"591","B355 - Tina Imbricada [Tinea Imbricata]","B35","5",,
"592","B356 - Tina Inguinal [Tinea Cruris]","B35","6",,
"593","B358 - Otras dermatofitosis","B35","8",,
"594","B359 - Dermatofitosis, no Especificada","B35","9",,
"595","B360 - Pitiriasis Versicolor","B36","0",,
"596","B361 - Tina Negra","B36","1",,
"597","B362 - Piedra Blanca","B36","2",,
"598","B363 - Piedra Negra","B36","3",,
"599","B368 - Otras Micosis Superficiales Especificadas","B36","8",,
"600","B369 - Micosis Superficial, sin otra Especificacion","B36","9",,
"601","B370 - Estomatitis Candidiasica","B37","0",,
"602","B3700 - Estomatitis Candidiasica Pseudomembranosa Aguda","B37","00",,
"603","B3701 - Estomatitis Candidiasica Eritematosa(Atrofica) Aguda","B37","01",,
"604","B3702 - Estomatitis Candidiasica Hiperplasica Cronica","B37","02",,
"605","B3703 - Estomatitis Candidiasica Eritematosa (Atrofica) Cronica","B37","03",,
"606","B3704 - Candidiasis Mucocutanea","B37","04",,
"607","B3705 - Granuloma Candidiasico Bucal","B37","05",,
"608","B3706 - Queilitis Angular","B37","06",,
"609","B3708 - Otras Manifestaciones Bucales Especificadas","B37","08",,
"610","B3709 - Manifestaciones Bucales, no Especificadas","B37","09",,
"611","B371 - Candidiasis Pulmonar","B37","1",,
"612","B372 - Candidiasis de la Piel y las Unas","B37","2",,
"613","B373 - Candidiasis Vaginal","B37","3",,
"614","B374 - Candidiasis de otras Localizaciones Urogenitales","B37","4",,
"615","B375 - Meningitis debida a Candida (G02.1*)","B37","5",,
"616","B376 - Endocarditis debida a Candida (I39.8*)","B37","6",,
"617","B377 - Septicemia debida a Candida","B37","7",,
"618","B378 - Candidiasis de otros Sitios","B37","8",,
"619","B379 - Candidiasis, no Especificada","B37","9",,
"620","B380 - Coccidioidomicosis Pulmonar Aguda","B38","0",,
"621","B381 - Coccidioidomicosis Pulmonar Cronica","B38","1",,
"622","B382 - Coccidioidomicosis Pulmonar, sin otra Especificacion","B38","2",,
"623","B383 - Coccidioidomicosis Cutanea","B38","3",,
"624","B384 - Meningitis debida a Coccidioidomicosis (G02.1*)","B38","4",,
"625","B387 - Coccidioidomicosis diseminada","B38","7",,
"626","B388 - Otras Formas de Coccidioidomicosis","B38","8",,
"627","B389 - Coccidioidomicosis, no Especificada","B38","9",,
"628","B390 - Infeccion Pulmonar Aguda debida a Histoplasma Capsulatum","B39","0",,
"629","B391 - Infeccion Pulmonar Cronica debida a Histoplasma Capsulatum","B39","1",,
"630","B392 - Infeccion Pulmonar debida a Histoplasma Capsulatum, sin otra Especificacion","B39","2",,
"631","B393 - Infeccion diseminada debida a Histoplasma Capsulatum","B39","3",,
"632","B394 - Histoplasmosis debida a Histoplasma Capsulatum, sin otra Especificacion","B39","4",,
"633","B395 - Infeccion debida a Histoplasma duboisii","B39","5",,
"634","B399 - Histoplasmosis, no Especificada","B39","9",,
"635","B400 - Blastomicosis Pulmonar Aguda","B40","0",,
"636","B401 - Blastomicosis Pulmonar Cronica","B40","1",,
"637","B402 - Blastomicosis Pulmonar, sin otra Especificacion","B40","2",,
"638","B403 - Blastomicosis Cutanea","B40","3",,
"639","B407 - Blastomicosis diseminada","B40","7",,
"640","B408 - Otras Formas de Blastomicosis","B40","8",,
"641","B409 - Blastomicosis, no Especificada","B40","9",,
"642","B410 - Paracoccidioidomicosis Pulmonar","B41","0",,
"643","B417 - Paracoccidioidomicosis diseminada","B41","7",,
"644","B418 - Otras Formas de Paracoccidioidomicosis","B41","8",,
"645","B419 - Paracoccidioidomicosis, no Especificada","B41","9",,
"646","B420 - Esporotricosis Pulmonar (J99.8*)","B42","0",,
"647","B421 - Esporotricosis Linfocutanea","B42","1",,
"648","B427 - Esporotricosis diseminada","B42","7",,
"649","B428 - Otras Formas de Esporotricosis","B42","8",,
"650","B429 - Esporotricosis, no Especificada","B42","9",,
"651","B430 - Cromomicosis Cutanea","B43","0",,
"652","B431 - Absceso Cerebral Feomicotico","B43","1",,
"653","B432 - Absceso y Quiste Subcutaneo Feomicotico","B43","2",,
"654","B438 - Otras Formas de Cromomicosis","B43","8",,
"655","B439 - Cromomicosis, no Especificada","B43","9",,
"656","B440 - Aspergilosis Pulmonar Invasiva","B44","0",,
"657","B441 - Otras Aspergilosis Pulmonares","B44","1",,
"658","B442 - Aspergilosis Amigdalina","B44","2",,
"659","B447 - Aspergilosis diseminada","B44","7",,
"660","B448 - Otras Formas de Aspergilosis","B44","8",,
"661","B449 - Aspergilosis, no Especificada","B44","9",,
"662","B450 - Criptococosis Pulmonar","B45","0",,
"663","B451 - Criptococosis Cerebral","B45","1",,
"664","B452 - Criptococosis Cutanea","B45","2",,
"665","B453 - Criptococosis Osea","B45","3",,
"666","B457 - Criptococosis diseminada","B45","7",,
"667","B458 - Otras Formas de Criptococosis","B45","8",,
"668","B459 - Criptococosis, no Especificada","B45","9",,
"669","B460 - Mucormicosis Pulmonar","B46","0",,
"670","B461 - Mucormicosis Rinocerebral","B46","1",,
"671","B462 - Mucormicosis Gastrointestinal","B46","2",,
